year,source_document,section_bucket,subsection,proposal_title,lead_agency,supporting_agencies,commitment_type,quantified,metric_or_target,implementation_pathway,notes,commitment_id,lead_agency_standardized,supporting_agencies_standardized,item_type_clean,implementation_pathway_clean,binary_evaluable,binary_unit,overlap_theme,status_evidence_needed,source_quality,continuity_to_prior_year,matched_prior_commitment_id,matched_prior_title,match_basis,commitment_text,source_page,source_page_end,text_capture_confidence
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-E: Expand Transit Networks and Eliminate Rail Deserts in New York City,Build Phase 2 of the Second Avenue Subway for Residents of Upper Manhattan,,,capital/infrastructure,yes,,mixed,First-pass coding from 2022 SOTS table of contents.,2022114,,,capital/infrastructure,mixed,no,,mta_service_and_finance,agency report or official implementation evidence,first_pass_toc,,,,,"In late November, Governor Hochul pushed for Phase 2 of the Second Avenue Subway line to get under way, recognizing this critical opportunity to provide underserved communities in East Harlem with the high-quality transportation infrastructure they deserve and the job access they need to support their families that has been promised to them since the 1940s.79

Phase 1 of the long-awaited Second Avenue Subway line opened in 2017 - representing New York City's biggest subway expansion in 50 years. Pre-pandemic, the line carried some 200,000 riders a day, connecting Manhattan's Upper East Side with the rest of the system. But the Phase 2 expansion into East Harlem is equally critical and cannot wait as long as Phase 1 did to advance.

The 1.5-mile expansion for Phase 2 will add three additional ADA-accessible stations, extending service from 96th Street up to 125th Street. Once complete, the new line will be able to serve 100,000 more riders a day, providing faster and greater access to jobs, healthcare services, and education opportunities for residents of Central and East Harlem that rely heavily on public transportation. Currently, some 70 percent of residents in this part of the city use public transit to get to work, a far higher share than the citywide average of 55 percent. The Phase 2 expansion also includes a connection to Metro-North Railroad, providing access to jobs in Westchester and Connecticut.

Phase 2 of the Second Avenue Subway is eligible for federal funding through the Infrastructure Investment and Jobs Act, which provides $23 billion in new grants for transit expansion. The MTA has submitted a grant request that includes new station construction.",109,109,high
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-E: Expand Transit Networks and Eliminate Rail Deserts in New York City,Open Four New Metro-North Stations in the Bronx to Expand Job Access,,,program/policy,yes,,mixed,First-pass coding from 2022 SOTS table of contents.,2022115,,,program/policy,mixed,no,,mta_service_and_finance,"implementation metrics, agency reports, or budget plus rollout evidence",first_pass_toc,,,,,"Just a few weeks ago, Governor Hochul announced that the MTA awarded the design-build contract for the Penn Station Access Project, providing direct Metro- North commuter rail service from the Bronx, Westchester, and Connecticut to Penn Station and Manhattan's west side. This milestone is an important step toward significantly shorter commute times for residents of the East Bronx, who currently have no rail service at all - and a more equitable transportation system that expands job opportunities for more New Yorkers.

The Penn Station Access project will create four new, ADA-accessible Metro-North commuter railroad stations in the vicinity of Co-op City, Morris Park, Parkchester/Van Nest, and Hunts Point - serving nearly 250,000 residents who live within a half mile of these stations. The new service will save East Bronx riders roughly 100 minutes round trip to Penn Station and 2. hours round trip to Connecticut. Existing Metro-North commuters traveling to the west side will also get a much faster trip, saving up to 40 minutes per day when they no longer need to transfer at Grand Central.

Additionally, the project will rehabilitate four bridges, reconfigure Metro-North's rail yard in New Rochelle, and modernize critical signal, power, and communication infrastructure. The project will use Amtrak's existing Hell Gate Line to access Penn Station, minimizing impacts on the surrounding community.

Penn Station Access is yet another example of Governor Hochul making sure all New Yorkers have the sustainable, equitable, and modern transportation system they deserve.",110,110,high
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-E: Expand Transit Networks and Eliminate Rail Deserts in New York City,Advance the Gateway Project to Double Commuter Capacity,,,other,yes,Double,mixed,First-pass coding from 2022 SOTS table of contents.,2022116,,,program/policy,mixed,no,,economic_development_general,agency report or official implementation evidence,first_pass_toc,,,,,"The Gateway Program, dubbed the ""the nation's most urgent infrastructure project,""81 will build a new two-track rail tunnel beneath the Hudson River, allowing

closure of the existing, 110-year-old tunnel - badly damaged during Superstorm Sandy - for a complete renovation. New York has been eagerly awaiting the Gateway project for years. Now that the Gateway project has obtained final construction permit,82 Governor Hochul will make sure it finally moves forward, including working in close partnership with New Jersey, Amtrak, and the federal government.

The current Hudson River tunnel carries some 200,000 travelers every weekday. The need for repairs has grown increasingly urgent, but without an alternative route, shutting down the tunnel would be an economic disaster for New York - and the entire country. If a shutdown were to occur, roughly half a million regional commuters would have longer and more crowded work trips, and the disruption to businesses would cost the national economy an estimated $16 billion over four years.83

Once both tunnels are open, together with other components of the Gateway Program, capacity can be doubled on this critical and overburdened route - the most traveled intercity rail route in the U.S. - supporting economic growth across New York and the entire Northeast Corridor, while improving resiliency against severe weather events in the future.",110,111,high
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-E: Expand Transit Networks and Eliminate Rail Deserts in New York City,Create a Commuter-First Penn Station and Revitalize the Surrounding Community,,,program/governance,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022117,,,program/governance,executive_action,yes,created,mta_service_and_finance,"executive order, agency launch, or official announcement",first_pass_toc,,,,,"In November,84 Governor Hochul unveiled her vision for a reimagined Penn Station that puts commuters first and a revitalized surrounding neighborhood that delivers what the community needs. As the Governor put it last fall: The era of neglecting our Penn Station commuters and the neighboring community is over.

The existing Penn Station is the Western Hemisphere's busiest transit hub, serving 600,000 passengers a day - more than LaGuardia, JFK, and Newark airports

combined. The majority of these travelers, some 60 percent, are New Yorkers riding the subway or the LIRR for work and recreation.

The reconstructed Penn Station will create a double-height, light-filled train hall that more than doubles passenger space to some 250,000 feet, eliminating the cramped and crowded passageways New York commuters put up with today. The reconstructed station will also have nearly double the number of entrances from 12 to 20, further improving circulation and trip connections. These capacity upgrades are essential, as the Gateway Program (mentioned above) will double rail service into the station in the years ahead.

Equally important, Governor Hochul's new neighborhood plan significantly expands community and public realm benefits compared with previous plans, reflecting extensive engagement with community stakeholders local elected officials and other civic leaders. The plan adds roughly 8 acres of public space, including a 30,000- square-foot plaza on par with Rockefeller Plaza. Critically, the plan requires community spaces that prioritize social services for the neighborhood, with a focus on people experiencing homelessness, and calls for up to 540 permanently affordable residential units - giving more New Yorkers a chance to benefit from this vital public investment.

Last but not least, the Governor's plan accelerates project completion by enabling reconstruction of Penn to proceed at the same time as the Gateway Program and the station expansion.",111,112,high
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-E: Expand Transit Networks and Eliminate Rail Deserts in New York City,Support Congestion Pricing in Manhattan to Reduce Traffic and Generate Funding for Transit,,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022118,,,other,executive_budget,no,,economic_development_general,"budget appropriation, program awards, or fiscal documents",first_pass_toc,,,,,"Governor Hochul strongly supports congestion pricing for New York and is committed to making it a reality. Congestion pricing will charge drivers entering the Manhattan business core, as a means of reducing traffic and also creating much

needed revenue for the entire public transportation system. That sustainability - both environmental and financial - is needed now more than ever. Transit ridership remains significantly down from its pre-pandemic levels, while car traffic and vehicle pollution are up.

Congestion pricing has the potential to improve access to jobs across the metro area, protect our environment from vehicle emissions, save New Yorkers time in traffic, and support economic growth far into the future.",112,113,high
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-F: Promote Economic Development That Strengthens Leading Industries and,Launch a Billion-Dollar Plan to Assist Small Businesses,DOT,,program/governance,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022119,DOT,,program/governance,executive_action,yes,launched,technology_innovation_economic_development,"executive order, agency launch, or official announcement",first_pass_toc,,,,,"Small businesses are the heart of the New York economy, accounting for 98 percent of all businesses statewide. Supporting our small-business community is critical to the health of our state and local economies, as well as our tourism economy and our main streets, and remains a priority of Governor Hochul.

As a former small business owner, Governor Hochul understands the challenges facing small businesses, even in the best of times. Governor Hochul is also acutely aware of how the pandemic has tested small businesses throughout New York, and what is needed in this moment to support the recovery of our small businesses. Nobody has visited more small businesses during their time in public office than Governor Hochul. The Governor has listened to the stories of small business owners in every corner of the state, has assessed their needs, and has identified the ways New York can lead small businesses through this challenging time.

To help small businesses at a critical moment, Governor Hochul is proposing a nearly billion-dollar plan for New York's small businesses, including targeted programs strategically designed to respond to small business needs, and to ensure that disadvantaged, minority-owned, women-owned, veteran-owned small businesses prosper throughout the state. Governor Hochul's billion-dollar plan for small businesses consists of the following programs:

• Funding for Small Businesses of the Future: This initiative will support venture capital and venture debt awards to fast-growing, venture-backed startups that either locate to, or remain and grow in, New York State. This funding will assist emerging small businesses in the innovation sector, including minority- and women-owned companies often overlooked by private-sector venture investments. Through this program, New York State will become a hub of innovation and small business growth.

• A Small Business COVID Capital Investment Tax Credit: This initiative will provide a tax credit to small businesses that took on COVID-related capital expenses, including retrofits, renovations, machinery, and equipment related to COVID safety enhancements.

• Permanently Legalize the Sale of To-Go Drinks for Bars and Restaurants: To-go drinks were a critical revenue stream for New York's bars and restaurants during the pandemic, helping many small businesses across the state pay their rents or mortgages. Governor Hochul will permanently allow for the sale of to-go drinks for off-premises consumption to continue supporting the recovery of bars and restaurants.

• Seed Funding for Small Businesses: This initiative will provide flexible grants to early-stage small businesses to help those that recently opened get off the ground, despite the COVID-19 pandemic. Priority will be given to socially and economically disadvantaged small business owners.

• A Small Business Lending Initiative: This initiative will provide reduced interest rate and accessible loans to expanding small businesses. It will seek to address disparities in the traditional loan market, which oftentimes precludes small businesses, particularly socially and economically disadvantaged small businesses, from accessing loans to grow their businesses or take on larger government contracts.

• An Excelsior Contracting Opportunities Initiative: This initiative will provide State-backed funding and technical assistance to position small businesses - particularly socially and economically disadvantaged businesses - to secure federally funded contracts related to the $1. trillion federal Infrastructure Investment and Jobs Act (IIJA). This initiative will also include the establishment of an interagency Excelsior Contracting Opportunities Council

- including ESD, NYSDOT, the Thruway Authority, MTA, and the Port Authority of New York and New Jersey - to identify strategies to encourage greater minority- and women-owned small business participation in forthcoming federally funded infrastructure projects across the state.

This comprehensive initiative will ensure that small businesses in all regions of New York have access to the opportunities and resources needed to grow.",114,116,high
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-F: Promote Economic Development That Strengthens Leading Industries and,Revitalize and Spur Economic Growth Across Downtowns,,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022120,,,other,mixed,no,,climate_general,agency report or official implementation evidence,first_pass_toc,,,,,"Governor Hochul is committed to reviving New York State's downtowns, large and small, and recognizes that the strength of the State lies in its partnerships with local governments. By working together to create economically, socially, and environmentally healthy community centers through downtown revitalization, we can make life better for New Yorkers and help secure the long-term well-being of the state.

To further revitalize our communities, Governor Hochul is proposing a sixth round of the Downtown Revitalization Initiative (DRI), a cornerstone of the State's economic development policy, which transforms downtown neighborhoods into vibrant centers of activity that offer a high quality of life and attract redevelopment, businesses, jobs, and economic and housing diversity. To support efficient execution of these projects, the communities will have the option to utilize DASNY's planning, design, procurement, construction, and closeout management services.",116,116,high
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-F: Promote Economic Development That Strengthens Leading Industries and,Revitalize and Spur Economic Growth Across Small Rural Communities,,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022121,,,other,mixed,no,,aging_long_term_care,agency report or official implementation evidence,first_pass_toc,,,,,"Governor Hochul knows the value of hamlets and villages as the connection that ties our rural communities together. The successful DRI demonstrates that New York State's plan-then-build approach to downtown revitalization works, but more needs to be done to revitalize the burgeoning hamlets and villages of the state. To support

a more equitable recovery across New York's rural communities, the State will create and invest in the NY Forward program, designed to advance the renaissance of our smaller downtowns.

New York's hamlets and villages serve as commercial and social centers, and support our agricultural, recreational, and tourism economies. They too have suffered from the remnants of obsolete industries and aging infrastructure, failed urban renewal, and a lack of modern housing. Recognizing the distinct needs of smaller communities and their niche historical and cultural assets, NY Forward will provide a streamlined plan-to-implement process tailored to more rural and smaller communities.

Like the DRI program, NY Forward communities will be selected in partnership with the Regional Economic Development Councils (REDCs), and the Department of State (DOS) will lead the community through an abbreviated planning process to develop a slate of readily implementable projects. The State's investment in shovel-ready projects that demonstrate their ability to accelerate revitalization will strengthen the competitiveness of future community projects, overcoming barriers and closing the gap between the trajectory of New York State's small communities and larger urban centers.",116,117,high
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-F: Promote Economic Development That Strengthens Leading Industries and,Make Strategic Shovel-Ready Investments for High-Growth Tech Sites,,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022122,,,other,executive_budget,no,,semiconductor_economic_development,"budget appropriation, program awards, or fiscal documents",first_pass_toc,,,,,"New York State has been successful in attracting large private-sector employers, such as GLOBALFOUNDRIES, Wolfspeed (Cree), Alstom, Barilla, Regeneron Pharmaceuticals, and Plug Power, thanks to investments in long-term infrastructure and site-readiness. But more investment is needed to maintain job-creating, business-expansion opportunities.

Additionally, there is a shortage of shovel-ready sites around the country, making the need for New York to invest in sites greater than ever, with billions of dollars in

federal infrastructure investment in the pipeline. To jumpstart New York's shovel- readiness and increase the states attractiveness to large employers, ESD will allocate funding to develop sites that will attract high-tech manufacturing, particularly semiconductor manufacturing, warehousing, distribution and logistics businesses to the state.

These investments will develop sites to make New York State a more competitive place to locate and expand a business, helping New York usher in a new era of market-ready infrastructure.",117,118,high
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-F: Promote Economic Development That Strengthens Leading Industries and,Bring a New National Semiconductor Technology Center and Additional Chip Fabrication Plants to New York State,,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022123,,,other,mixed,no,,semiconductor_economic_development,agency report or official implementation evidence,first_pass_toc,,,,,"New York is one of the top semiconductor industry employers in the nation. With 88 semiconductor establishments statewide, the industry has a $4. billion annual wage impact, supporting more than 34,000 direct - and typically high-wage - jobs. As Governor Hochul noted in November, New York has invested hundreds of millions of dollars in preparing shovel-ready chip sites.91

To build on our lead in this fast-growing industry and help create thousands of high- quality jobs, Governor Hochul will propose funding to support site-readiness investments to encourage semiconductor manufacturers to locate and grow in New York State. This funding - via the State's shovel-ready fund (described above) - would make New York an even stronger location to house a National Semiconductor Technology Center and additional chip fabrication plants.

These investments will help New York develop an in-state semiconductor supply chain that dramatically improves our economic resiliency and reduces U.S. reliance on overseas products - a critical lesson learned following the COVID-19 pandemic.",118,118,high
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-F: Promote Economic Development That Strengthens Leading Industries and,Renew Funding for and Expand the “Restore New York Communities” Blight Removal Initiative,,,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022124,,,program/policy,executive_budget,no,,economic_development_general,"budget appropriation, program awards, or fiscal documents",first_pass_toc,,,,,"Established back in 2006-07, the Restore New York Communities program supported municipal efforts to demolish, deconstruct, rehabilitate, or reconstruct vacant, abandoned, condemned, or surplus properties.

To renew the State's commitment to rehabilitating blighted areas, New York will invest new funds in a revitalized Restore New York program, which has been successful in jumpstarting local economies and investing in the future of New York's communities. Prior rounds of the Restore New York program have resulted in the removal and restoration of dozens of sites statewide. Under Governor Hochul's leadership, this program will be enhanced to target disadvantaged communities, and to address not only urban but also rural areas, which are too often overlooked in such revitalization initiatives.",119,119,high
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-F: Promote Economic Development That Strengthens Leading Industries and,Repurpose Closed Prisons to Drive Economic Growth and Close Service Gaps,,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022125,,,other,mixed,no,,economic_development_general,agency report or official implementation evidence,first_pass_toc,,,,,"In November,92 Governor Hochul announced that New York will be closing six under-capacity state prisons that are no longer necessary given declines in the incarcerated population. This action - which will result in no workers losing their jobs - not only saves taxpayers millions of dollars but also creates the opportunity to transform these facilities in more creative and productive ways.

To deliver on these goals, Governor Hochul will form a commission to analyze prison redevelopment opportunities that serve the state's economic needs and recommend a clear and credible plan of action.

The commission will include leadership from State agencies as well as foundations, regional leaders and stakeholders, and economic development experts from across the state and the country. In developing an action plan, this cross-cutting group should identify key goals that support New York State priorities, such as good-

paying job growth, job training for high-growth industries, and small business support. The commission should also consider factors like site conditions, surrounding land use, redevelopment costs, local workforce trends, and regional economic development strategies.

This commission will work to help New York turn empty prison cells into opportunities for more communities to thrive.",119,120,high
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-F: Promote Economic Development That Strengthens Leading Industries and,Provide Critical State Funding for Arts and Culture,,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022126,,,other,executive_budget,no,,veterans_services,"budget appropriation, program awards, or fiscal documents",first_pass_toc,,,,,"In 2018, New York's arts and culture economy generated more than $114 billion, providing jobs for over 460,000 workers. But the COVID-19 pandemic has levied immense challenges on the sector, which is contending with 21 months of revenue loss and significant workforce reduction. Beyond economic impact, a thriving arts and culture sector has overwhelmingly positive health and social benefits for a diverse population, including children, the elderly, veterans, and justice-involved individuals.

Expansive funding is essential to revitalize the arts and culture industry and reestablish New York State's commitment to being the arts and cultural capital of the world. Governor Hochul will provide additional funds for arts recovery and capital improvements related to COVID-19 impacts on top of the agency's annual base funding of the New York State Council on the Arts (NYSCA). NYSCA funding drives local economies, and the development of main street businesses across all 62 counties. This investment reflects the pivotal role of New York's creative sector and its capacity to propel the economic growth and health of all New Yorkers.",120,120,high
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-F: Promote Economic Development That Strengthens Leading Industries and,Standardize and Centralize Venture Competitions,,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022127,,,other,mixed,no,,technology_innovation_economic_development,agency report or official implementation evidence,first_pass_toc,,,,,"ESD funds a series of successful ""venture competitions"" to connect startups with investors and help new innovation-sector businesses across the state access

funding. After years of operation, the results from these competitions are clear: this program successfully connects early-stage businesses with much-needed resources and technical assistance, in areas of strategic interest to build the New York State innovation economy. But each program is currently operating independently, and there is no unified structure across all ESD-supported venture competitions.

After analyzing best practices from each competition, New York State now has the opportunity to retool and enhance this important program. Additionally, with funding for many of the State's venture competitions expiring soon, there is opportunity to standardize investment terms to prepare the competitions for financial sustainability.

Governor Hochul will launch an Innovation Venture Competition Initiative to support innovation businesses. Under a new, unified application process, ESD would oversee eight venture- or innovation-focused pitch events every year, resulting in a self-sustaining, robust pipeline of businesses accessing New York State assets, supporting greater economic impact and increased attraction of promising young companies and thinkers to New York State.

By creating a unified structure and utilizing best practices, ESD can further support the innovation sector, and connect innovators to funding and support resources while setting these competitions up to become more self-reliant in the future.",120,121,high
2022,2022StateoftheStateBook.pdf,Housing / homelessness,"Part V-A: Launch A New, Comprehensive 5-Year Housing Plan","Create and Preserve 100,000 Low-Income Rental and Co-Operative Housing Units in Both Urban and Rural Communities",,,legislation/regulation,yes,,legislation_required,First-pass coding from 2022 SOTS table of contents.,2022128,,,legislation/regulation,legislation_required,yes,created,housing_general,"statute, enacted bill, or chapter law",first_pass_toc,,,,,"Reflecting the need and demand for low-income rental housing across the state, New York will create and preserve 100,000 units of low-income housing in both urban and rural communities. Funds will be targeted to both preserve existing housing and promote new construction - including rental and homeownership opportunities.

The multi-faceted housing plan includes a broad range of programs designed to address the diverse challenges faced by New Yorkers seeking housing. The plan includes programs to spur construction of housing that serves low-income residents, funds that go toward the preservation of existing housing that serves low- and moderate-income families, focused programs for rural areas and seniors, and funds targeted at addressing historical racial inequities in homeownership.",127,127,high
2022,2022StateoftheStateBook.pdf,Housing / homelessness,"Part V-A: Launch A New, Comprehensive 5-Year Housing Plan","Create and Preserve 10,000 Supportive Housing Units",,,program/governance,yes,,mixed,First-pass coding from 2022 SOTS table of contents.,2022129,,,program/governance,executive_action,yes,created,mental_health_supportive_housing,"executive order, agency launch, or official announcement",first_pass_toc,,,,,"Governor Hochul's Housing Plan embraces a ""housing first"" approach critical to ensuring that people experiencing homelessness have access to stable housing. This plan will create 7,000 units of supportive housing and preserve 3,000 units over the next five years - providing 10,000 units in all to further prevent homelessness and serve vulnerable and at-risk populations, including homeless veterans and their families; victims of domestic violence; elderly seniors; young adults with histories of incarceration, homelessness, or foster care; chronically homeless individuals and families; individuals with intellectual or development disabilities; individuals re- entering the community from prison; and people living with HIV or AIDS, serious mental illness, and/or substance use disorders.",128,128,high
2022,2022StateoftheStateBook.pdf,Housing / homelessness,"Part V-A: Launch A New, Comprehensive 5-Year Housing Plan",Build and Preserve Senior Housing Across the State,,,capital/infrastructure,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022130,,,capital/infrastructure,mixed,no,,aging_long_term_care,agency report or official implementation evidence,first_pass_toc,,,,,"Housing designed and designated for senior residents helps preserve dignity for older New Yorkers, enabling them to age in place. Governor Hochul's housing plan will invest $300 million in the new construction and preservation of senior housing across the state by making significant capital improvements in the buildings and extending affordability to maintain this important supply of housing. Separately, as described in Section I, the State will also support improvements for existing nursing home facilities and encourage the development of innovative new models that provide even greater comfort and independence.",128,128,high
2022,2022StateoftheStateBook.pdf,Housing / homelessness,"Part V-A: Launch A New, Comprehensive 5-Year Housing Plan",Weatherize and Electrify New York’s Housing Stock,,,capital/infrastructure,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022131,,,capital/infrastructure,mixed,no,,housing_general,agency report or official implementation evidence,first_pass_toc,,,,,"As described in Section VI, the State will implement measures to support the creation of 2 million electrified or electrification-ready homes by 2030. The Housing Plan includes $250 million (in addition to federal funds) to support this goal, with a target of 50,000 units directly funded to be electrified through the plan. This and other key initiatives will move the state toward our ambitious Climate Act goals.

As part of the Housing Plan, Governor Hochul will invest in other initiatives to weatherize and electrify New York's housing stock. Projects will promote all- electric, high-performance equipment for heating; high-performance, airtight building envelopes that maintain interior temperatures to reduce the need for space heating and air-conditioning; alternative energy sources, such as geothermal heat pumps, onsite solar panels, and heat recovery ventilation; and other energy-efficient best practices.",128,129,high
2022,2022StateoftheStateBook.pdf,Housing / homelessness,"Part V-A: Launch A New, Comprehensive 5-Year Housing Plan",Pilot a Program to Create Affordable Homeownership Projects That Prioritize Resident Control and Permanent Affordability,,,program/governance,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022132,,,program/governance,executive_action,mixed,implemented,tenant_protection,agency report or official implementation evidence,first_pass_toc,,,,,"Affordable homeownership opportunities have become critically scarce, particularly in markets where home prices continue to skyrocket. At the same time, speculative investment in the real estate market, which has intensified in the single-family home sphere during the pandemic, continues to limit the availability of quality housing stock that is affordable to local residents in many markets across New York State. There is also a growing desire in communities across New York to take more control over their housing environments.

There are three primary goals of community-controlled housing: insulating housing from market forces, promoting equality and cohesion among neighbors, and enabling residents to exercise shared control over their housing. This pilot will solicit projects through a competitive Request for Proposals process and will allow for a variety of ownership models including, but not limited to: limited equity coops (Mitchell-Lama model), shared equity housing, and community land trusts.

All applications will need projects to be permanently affordable; to include a clear mechanism for residents of the housing project to be involved in the governance structure and long-term operation of the housing projects; and to be designed to serve to low-and-moderate income households in the community in which they are located. The intent of this pilot program is to expand the number of permanently

affordable, community-controlled units within New York State. A successful pilot program could lead to the creation of a large-scale program in the future, expanding affordable homeownership options for even more New Yorkers.",129,130,high
2022,2022StateoftheStateBook.pdf,Housing / homelessness,"Part V-A: Launch A New, Comprehensive 5-Year Housing Plan",Spur Innovation in Affordable Housing,,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022133,,,other,mixed,no,,housing_general,agency report or official implementation evidence,first_pass_toc,,,,,"Housing production has tended to stick to tried-and-true models, without creatively reimagining approaches to construction technology when it can most make a difference. While intense market forces have squeezed many middle- and low- income New Yorkers out of the homeownership market, many communities still seek to gain more control over their housing stock. More globally, the speed at which any housing gets created - particularly affordable housing - continues to keep housing costs far higher than households can afford.

To address these growing challenges, Governor Hochul will initiate a pilot program for affordable housing innovation, supporting projects that take a dramatic new approach to construction in an effort to reduce costs. Innovative construction projects for the pilot could include approaches such as modular net-zero housing production, multi-family buildings using mass timber framing, and construction utilizing 3D printing, among others.",130,130,high
2022,2022StateoftheStateBook.pdf,Housing / homelessness,"Part V-A: Launch A New, Comprehensive 5-Year Housing Plan",Improve the Housing Stock of Rural Rental Properties,,,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022134,,,program/policy,mixed,no,,housing_general,"implementation metrics, agency reports, or budget plus rollout evidence",first_pass_toc,,,,,"Governor Hochul's Housing Plan will provide funding through several programs that serve rural communities across the state. Programs will preserve and improve multifamily rental buildings; support farm worker housing; and preserve and invest in the manufactured and mobile home stock statewide (especially in rural areas), protecting valuable affordable housing for New York's rural residents.",130,130,high
2022,2022StateoftheStateBook.pdf,Housing / homelessness,Part V-B: Promote Housing Affordability by Expanding the Housing Supply,Encourage the Creation of Safe Accessory Dwelling Units,,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022135,,,other,mixed,no,,housing_general,agency report or official implementation evidence,first_pass_toc,,,,,"Accessory Dwelling Units (ADUs) - which include backyard cottages, attics, garages, and basements - can provide an affordable multi-generational housing option that helps families live closer together. But current land use restrictions prevent homeowners in some communities from building ADUs. To permit these vital options and help reduce housing costs, Governor Hochul will propose legislation to require municipalities to allow a minimum of one ADU on owner- occupied residentially zoned lots.

This legislation would allow municipalities to set minimum and maximum size requirements that both meet safety standards but will not prevent reasonable new

construction. For example, municipalities cannot set minimum sizes too large and maximum sizes too small in order to limit implementation. In New York City, this legislation will require the creation of an amnesty program to legalize existing ADUs, with an expectation that they be brought into compliance with key building code requirements to ensure resident safety, but also provide some flexibility for the City to exempt some units from specific Multiple Dwelling Law (MDL) provisions without further New York State legislation.

Governor Hochul's Housing Plan described above includes capital funding for municipalities or non-profits to assist in the legalization or creation of new ADUs.",131,132,high
2022,2022StateoftheStateBook.pdf,Housing / homelessness,Part V-B: Promote Housing Affordability by Expanding the Housing Supply,Spur Transit-Oriented Development,MTA,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022136,MTA,,other,mixed,no,,transit_oriented_housing,agency report or official implementation evidence,first_pass_toc,,,,,"There are roughly 120 municipalities across New York with access to commuter or long-distance rail stations connected to the Amtrak, Metro-North, or Long Island Rail Road (LIRR) transit systems. Some 3. million New Yorkers in those areas live within a half-mile of those stations, including roughly 1. million in New York City, 1 million in Long Island, 450,000 in Westchester County, 160,000 in the Hudson Valley, and 200,000 upstate.104

Encouraging development that allows even more people to live near these stops will create more climate-friendly communities and improve access to jobs, schools, and open spaces. But currently, at least 30 existing stations are surrounded by zoning that prohibits multi-family housing, with additional stations limiting development to smaller-scale housing despite being located in peak commuter zones that can sustain greater density.

To spur transit-oriented development, Governor Hochul will propose legislation to foster multifamily construction in zones drawn by municipalities around rail transit stops within commuting distance to New York City. The State will provide assistance

to municipalities for drafting the ordinance changes, easing the burden on smaller municipalities.

This action will expand housing options and job access for New Yorkers while reducing their need to own a car and minimizing traffic impacts.",132,133,high
2022,2022StateoftheStateBook.pdf,Housing / homelessness,Part V-B: Promote Housing Affordability by Expanding the Housing Supply,Give the City of New York Authority to Encourage Densification,,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022137,,,other,mixed,no,,housing_general,agency report or official implementation evidence,first_pass_toc,,,,,"Existing New York State law limits the maximum density of residential floor area ratio (FAR) in New York City to 12.0, even though it does not limit the overall allowable floor area that may comprise other uses. Governor Hochul will propose a repeal of this antiquated limitation on the City's authority, and give the City the autonomy it should have to allow for denser residential development where appropriate.",133,133,high
